id,label
1,0.8876394033432007
2,0.9959154725074768
3,0.9947900772094727
4,0.9902514219284058
5,0.010257883928716183
6,0.005094247404485941
7,0.008724695071578026
8,0.012184465304017067
9,0.01355352159589529
10,0.011231966316699982
11,0.02430093102157116
12,0.9865263104438782
13,0.013420498929917812
14,0.011908601969480515
15,0.01967492140829563
16,0.015118212439119816
17,0.9884093999862671
18,0.9925510883331299
19,0.018572989851236343
20,0.013131080195307732
21,0.9959486126899719
22,0.003709282260388136
23,0.9889251589775085
24,0.9762538075447083
25,0.04405849799513817
26,0.9871958494186401
27,0.9948399662971497
28,0.009017229080200195
29,0.23191538453102112
30,0.9878875017166138
31,0.9899821877479553
32,0.8581629395484924
33,0.9955215454101562
34,0.008223465643823147
35,0.007738140877336264
36,0.0027157755102962255
37,0.00508076511323452
38,0.007157724350690842
39,0.9838154911994934
40,0.006066880188882351
41,0.9952360987663269
42,0.9958698153495789
43,0.996972918510437
44,0.9956597685813904
45,0.013206655159592628
46,0.9920516014099121
47,0.01075921393930912
48,0.9947707056999207
49,0.9949703812599182
50,0.005939050577580929
51,0.01656450517475605
52,0.00879004504531622
53,0.008467129431664944
54,0.04242569953203201
55,0.015233084559440613
56,0.9911216497421265
57,0.9895603656768799
58,0.031774748116731644
59,0.9570074677467346
60,0.01642829366028309
61,0.015855714678764343
62,0.991614818572998
63,0.01692594587802887
64,0.0035814186558127403
65,0.9935088157653809
66,0.9898372292518616
67,0.9924836754798889
68,0.008683224208652973
69,0.9919213056564331
70,0.99600750207901
71,0.995121419429779
72,0.9936867356300354
73,0.9950833320617676
74,0.9930328130722046
75,0.01564118079841137
76,0.9970236420631409
77,0.9926856756210327
78,0.9946118593215942
79,0.9921603798866272
80,0.009286495856940746
81,0.023710910230875015
82,0.010272572748363018
83,0.9955409169197083
84,0.011338813230395317
85,0.9948429465293884
86,0.9965000152587891
87,0.9813263416290283
88,0.9957137107849121
89,0.006217637564986944
90,0.03564074635505676
91,0.028837528079748154
92,0.021998530253767967
93,0.0032436870969831944
94,0.9971820116043091
95,0.9941351413726807
96,0.013384825550019741
97,0.9955736398696899
98,0.9947457313537598
99,0.005676114000380039
100,0.013072507455945015
101,0.0022393304388970137
102,0.994337260723114
103,0.013403527438640594
104,0.006926400121301413
105,0.9797175526618958
106,0.9962408542633057
107,0.006733084097504616
108,0.01118285022675991
109,0.8704008460044861
110,0.9962815642356873
111,0.9922764897346497
112,0.9945218563079834
113,0.9751273393630981
114,0.013136167079210281
115,0.00944427028298378
116,0.005995261017233133
117,0.011691192165017128
118,0.9561864137649536
119,0.9888432025909424
120,0.01217183843255043
121,0.006123263388872147
122,0.015162310563027859
123,0.014408390037715435
124,0.02511873096227646
125,0.0064298841170966625
126,0.9495248794555664
127,0.9971886277198792
128,0.009335370734333992
129,0.01139210257679224
130,0.9861562252044678
131,0.9923086166381836
132,0.994080126285553
133,0.02228507399559021
134,0.016641348600387573
135,0.01638038270175457
136,0.014306980185210705
137,0.9930858612060547
138,0.5569554567337036
139,0.006823111325502396
140,0.019137708470225334
141,0.013482628390192986
142,0.9933558702468872
143,0.9092724919319153
144,0.027655912563204765
145,0.014039197936654091
146,0.994461178779602
147,0.9890978336334229
148,0.06591987609863281
149,0.01274990662932396
150,0.029846033081412315
151,0.9908573031425476
152,0.008007924072444439
153,0.005870175547897816
154,0.012917914427816868
155,0.9943059086799622
156,0.006515319459140301
157,0.02597377635538578
158,0.9950408339500427
159,0.9834316372871399
160,0.9936688542366028
161,0.01865403726696968
162,0.01033705659210682
163,0.021720776334404945
164,0.9866752028465271
165,0.007199633866548538
166,0.014588048681616783
167,0.9929311275482178
168,0.007860744372010231
169,0.0055880495347082615
170,0.013322590850293636
171,0.00775774335488677
172,0.9745908975601196
173,0.9899347424507141
174,0.017347583547234535
175,0.953305184841156
176,0.995811939239502
177,0.992529571056366
178,0.9895592927932739
179,0.9951848387718201
180,0.01320727076381445
181,0.9950767159461975
182,0.9874652624130249
183,0.007325905375182629
184,0.010698601603507996
185,0.043625518679618835
186,0.017803922295570374
187,0.022955667227506638
188,0.017183206975460052
189,0.006168965715914965
190,0.9951236844062805
191,0.008627478033304214
192,0.0027735389303416014
193,0.009790017269551754
194,0.014644046314060688
195,0.9962402582168579
196,0.9806435108184814
197,0.9860791563987732
198,0.011867600493133068
199,0.9908990859985352
200,0.8412020206451416
201,0.9929808378219604
202,0.014177870936691761
203,0.9944671392440796
204,0.9946065545082092
205,0.014511304907500744
206,0.029809720814228058
207,0.9941352605819702
208,0.005053394008427858
209,0.005894686095416546
210,0.0160645954310894
211,0.9941796064376831
212,0.9977701902389526
213,0.030713308602571487
214,0.9907047152519226
215,0.9881596565246582
216,0.9616432189941406
217,0.9943150877952576
218,0.01792079210281372
219,0.9924349188804626
220,0.9962365031242371
221,0.009663478471338749
222,0.9898276329040527
223,0.9948674440383911
224,0.013379296287894249
225,0.9898897409439087
226,0.9345777034759521
227,0.9934248924255371
228,0.008554822765290737
229,0.9913414120674133
230,0.020495522767305374
231,0.9903498888015747
232,0.01393960416316986
233,0.006478812079876661
234,0.00569802476093173
235,0.995216965675354
236,0.9677059054374695
237,0.009234495460987091
238,0.9899508357048035
239,0.008754673413932323
240,0.9978965520858765
241,0.9964815378189087
242,0.9945658445358276
243,0.005492489784955978
244,0.9598821401596069
245,0.991974413394928
246,0.00467645563185215
247,0.9919192790985107
248,0.007932686246931553
249,0.012641306035220623
250,0.992881178855896
251,0.9944724440574646
252,0.005994789768010378
253,0.9952477812767029
254,0.021078459918498993
255,0.04497066140174866
256,0.021593868732452393
257,0.9932591915130615
258,0.9964538812637329
259,0.014262848533689976
260,0.0035343861673027277
261,0.016659807413816452
262,0.9756888747215271
263,0.006869608070701361
264,0.04456796497106552
265,0.9947929978370667
266,0.004867495968937874
267,0.018965736031532288
268,0.007683298084884882
269,0.9959126114845276
270,0.9937424063682556
271,0.9956783652305603
272,0.012793145142495632
273,0.9897232055664062
274,0.04225240647792816
275,0.01711554080247879
276,0.9759983420372009
277,0.9244162440299988
278,0.024271506816148758
279,0.0058294800110161304
280,0.9884093999862671
281,0.9856163263320923
282,0.9968695044517517
283,0.0053643775172531605
284,0.9948360919952393
285,0.005438609514385462
286,0.9951877593994141
287,0.013887201435863972
288,0.009486483410000801
289,0.9979826211929321
290,0.00575335742905736
291,0.02515944465994835
292,0.9906187653541565
293,0.9941054582595825
294,0.0041649541817605495
295,0.010349961929023266
296,0.9966986775398254
297,0.991395890712738
298,0.9925791621208191
299,0.9941374063491821
300,0.01176838856190443
301,0.01005314290523529
302,0.014870654791593552
303,0.011408488266170025
304,0.004919841419905424
305,0.006981112062931061
306,0.9946432113647461
307,0.9913938641548157
308,0.0070012095384299755
309,0.004529070574790239
310,0.02096560224890709
311,0.009809066541492939
312,0.017853930592536926
313,0.021776052191853523
314,0.009820308536291122
315,0.9891329407691956
316,0.02360684610903263
317,0.9912653565406799
318,0.024759571999311447
319,0.9953174591064453
320,0.016990168020129204
321,0.09811754524707794
322,0.9439834356307983
323,0.012257927097380161
324,0.014293082058429718
325,0.9953340888023376
326,0.8627670407295227
327,0.9858728647232056
328,0.9769600629806519
329,0.01686903089284897
330,0.04764896631240845
331,0.4847918152809143
332,0.9350290298461914
333,0.9283313155174255
334,0.019194189459085464
335,0.017002610489726067
336,0.007104839663952589
337,0.9948983788490295
338,0.013246753253042698
339,0.006459969561547041
340,0.019028564915060997
341,0.01596016436815262
342,0.007303963880985975
343,0.01393341738730669
344,0.027780108153820038
345,0.16807854175567627
346,0.9902978539466858
347,0.03264320269227028
348,0.9878139495849609
349,0.015496763400733471
350,0.9968326687812805
351,0.0064179301261901855
352,0.9950351715087891
353,0.9961591958999634
354,0.9916204214096069
355,0.9918197393417358
356,0.9649974703788757
357,0.010035082697868347
358,0.9899368286132812
359,0.04750287905335426
360,0.001921087154187262
361,0.9912918210029602
362,0.028418635949492455
363,0.9948117733001709
364,0.012239223346114159
365,0.9967132806777954
366,0.9922310709953308
367,0.9944623112678528
368,0.9853819608688354
369,0.9941011071205139
370,0.9937688708305359
371,0.9961749315261841
372,0.012059970758855343
373,0.982093095779419
374,0.009268750436604023
375,0.9938675761222839
376,0.009520533494651318
377,0.9893862009048462
378,0.012773551046848297
379,0.990811824798584
380,0.9967105388641357
381,0.9551778435707092
382,0.05080456659197807
383,0.9949313998222351
384,0.9972200393676758
385,0.9953363537788391
386,0.018937064334750175
387,0.02084142528474331
388,0.011512881144881248
389,0.9899204969406128
